token,rating,standarddeviation,rawrating
jokey,1.1,0.3,"[1, 1, 2, 1, 1, 1, 1, 1, 1, 1]"
pagbiaybiay,0.9,0.53852,"[1, 2, 1, 1, 1, 0, 1, 1, 0, 1]"
nalipay,2.4,0.66332,"[3, 3, 2, 2, 3, 3, 2, 2, 1, 3]"
jollier,2.4,0.4899,"[2, 2, 3, 3, 2, 2, 2, 3, 2, 3]"
mas lingaw,2,0.63246,"[1, 2, 3, 2, 2, 2, 1, 2, 2, 3]"
pinaka lingaw,2.9,0.7,"[3, 3, 2, 4, 3, 2, 3, 4, 2, 3]"
paglipay,2.2,0.74833,"[2, 3, 3, 1, 2, 1, 3, 2, 3, 2]"
mga jollifications,2,0.7746,"[2, 3, 2, 2, 2, 2, 3, 2, 0, 2]"
lipaya,2.1,0.53852,"[2, 3, 2, 2, 2, 2, 2, 3, 1, 2]"
malipayon,2.7,0.64031,"[3, 3, 3, 3, 3, 3, 3, 1, 3, 2]"
kasadya,2.5,0.67082,"[3, 1, 2, 3, 2, 3, 3, 3, 2, 3]"
mga kasadya,1.7,0.64031,"[2, 1, 2, 2, 1, 2, 2, 3, 1, 1]"
kasadya,1.8,1.6,"[3, 2, 1, 1, 4, 3, 1, 2, 3, -2]"
malipayon,2.3,1.00499,"[4, 3, 3, 1, 1, 1, 3, 2, 3, 2]"
malipayon,2.3,0.64031,"[2, 3, 3, 1, 3, 3, 2, 2, 2, 2]"
nagsadya,1.9,0.53852,"[2, 2, 1, 2, 1, 2, 3, 2, 2, 2]"
kalipay,2.8,0.74833,"[3, 2, 3, 4, 3, 3, 3, 1, 3, 3]"
kalipay,2.3,0.9,"[1, 3, 4, 2, 2, 1, 2, 3, 2, 3]"
nalipay,2.9,0.3,"[3, 3, 3, 3, 3, 3, 3, 2, 3, 3]"
malipayon,2.9,0.53852,"[3, 2, 3, 3, 2, 3, 4, 3, 3, 3]"
mas malipayon,2.4,0.66332,"[2, 4, 3, 2, 2, 2, 3, 2, 2, 2]"
malipayon,2.5,0.67082,"[2, 2, 3, 3, 2, 2, 3, 4, 2, 2]"
kalipay,2.7,1.00499,"[4, 3, 1, 3, 3, 3, 4, 2, 1, 3]"
kalipay,2.5,0.67082,"[2, 2, 1, 3, 3, 3, 3, 3, 3, 2]"
walay kalipay,-2.5,0.67082,"[-1, -2, -3, -3, -3, -3, -2, -2, -3, -3]"
sa walay kalipay,-1.7,1.1,"[-2, -2, -3, -3, -2, -1, 1, -2, -1, -2]"
kawalay kalipay,-2.7,0.9,"[-4, -3, -3, -3, -3, -3, -3, -1, -1, -3]"
malipayon,3.1,0.7,"[3, 4, 3, 2, 4, 3, 3, 4, 2, 3]"
malipayon,2.9,0.7,"[2, 3, 4, 3, 4, 2, 2, 3, 3, 3]"
kalipay,2.8,0.74833,"[3, 3, 1, 3, 3, 3, 4, 2, 3, 3]"
joypop,-0.2,1.93907,"[-3, 1, 2, 2, -3, -1, -2, -1, 1, 2]"
joypoppers,-0.1,1.22066,"[2, -1, 1, -1, -1, 1, 1, 0, -2, -1]"
malipayon,0.6,1.8,"[-2, -1, 4, 0, 0, 2, 1, -1, 0, 3]"
joyride,1.1,1.22066,"[-1, 1, 2, 0, 2, 0, 2, 2, 3, 0]"
joyrider,0.7,1.26886,"[2, -2, 1, 2, 0, 2, -1, 1, 1, 1]"
mga joyriders,1.3,1.18743,"[1, 0, 0, 1, 4, 3, 1, 1, 1, 1]"
joyride,0.8,1.32665,"[2, -2, 1, 2, 0, 2, -1, 1, 2, 1]"
joyriding,0.9,1.04403,"[1, -1, 1, 1, 0, 2, 0, 1, 3, 1]"
joyrode,1,1.48324,"[4, 0, -2, 0, 2, 1, 2, 1, 1, 1]"
mga kalipay,2.2,0.4,"[2, 2, 2, 2, 2, 3, 2, 3, 2, 2]"
joystick,0.7,0.78102,"[1, 0, 2, 2, 0, 0, 1, 1, 0, 0]"
mga joystick,0.2,0.4,"[0, 0, 0, 0, 1, 0, 0, 1, 0, 0]"
malipayong,3,0.63246,"[3, 3, 4, 3, 3, 2, 3, 4, 2, 3]"
ambak,-1,0.63246,"[0, 0, -2, -1, -1, -1, -1, -1, -2, -1]"
hustisya,2.4,1.0198,"[3, 2, 1, 2, 3, 2, 4, 4, 2, 1]"
makatarunganon,1,0.7746,"[0, 1, 0, 1, 1, 1, 0, 2, 2, 2]"
gipakamatarong,1.7,0.64031,"[1, 2, 2, 3, 1, 1, 1, 2, 2, 2]"
tarong,1.7,0.64031,"[1, 2, 2, 3, 1, 1, 1, 2, 2, 2]"
magtarong,1.7,0.64031,"[1, 2, 2, 3, 1, 1, 1, 2, 2, 2]"
hilig,0.3,1.00499,"[-2, 0, 1, 0, 1, 1, 0, 2, 0, 0]"
kiner,0.5,1.20416,"[-1, -1, 0, -1, 2, 1, 2, 2, 1, 0]"
mga kieners,0.6,0.4899,"[1, 0, 0, 1, 1, 0, 1, 1, 0, 1]"
kinasingkasing,1.9,0.83066,"[3, 3, 1, 1, 3, 2, 2, 1, 2, 1]"
kainit,-0.7,1.41774,"[0, -3, -1, -1, -3, 1, -1, 1, 1, -1]"
kainit,1.4,0.4899,"[1, 1, 2, 2, 1, 1, 1, 2, 2, 1]"
keens,0.1,1.22066,"[1, -3, 0, 0, 0, 2, 1, 0, 0, 0]"
kewl,1.3,0.45826,"[2, 1, 1, 1, 2, 1, 2, 1, 1, 1]"
pagpatay,-3.7,0.45826,"[-4, -4, -4, -4, -3, -4, -4, -4, -3, -3]"
killdeer,-1.1,1.04403,"[-3, 0, 0, -1, -2, 0, -1, -2, -2, 0]"
killdeer,-0.1,0.3,"[0, 0, 0, 0, 0, 0, 0, 0, 0, -1]"
killdees,-0.6,0.66332,"[-2, 0, 0, 0, -1, 0, -1, -1, -1, 0]"
gipatay,-3.5,0.67082,"[-3, -3, -2, -4, -4, -4, -3, -4, -4, -4]"
mamumuno,-3.3,0.64031,"[-4, -4, -3, -3, -4, -4, -3, -3, -2, -3]"
mamumuno,-3.3,0.45826,"[-3, -3, -4, -3, -3, -3, -4, -3, -4, -3]"
killick,0.1,0.3,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
killie,-0.1,0.3,"[0, 0, 0, 0, 0, 0, 0, 0, 0, -1]"
killifish,-0.1,0.7,"[0, 0, 0, 0, -2, 0, 0, 0, 1, 0]"
killifishes,-0.1,0.3,"[0, -1, 0, 0, 0, 0, 0, 0, 0, 0]"
pagpatay,-3.4,1.2,"[-4, 0, -4, -4, -4, -3, -4, -3, -4, -4]"
makapatay,-2.6,1.0198,"[-3, -2, -4, -2, -1, -3, -4, -3, -3, -1]"
pagpatay,-3.5,0.67082,"[-4, -3, -4, -4, -2, -3, -4, -4, -3, -4]"
killjoy,-2.1,0.83066,"[-1, -2, -3, -2, -1, -3, -2, -1, -3, -3]"
killjoys,-1.7,0.9,"[-1, -3, -3, -1, -2, -1, -2, 0, -2, -2]"
killock,-0.3,0.64031,"[0, 0, 0, 0, -2, 0, 0, 0, -1, 0]"
killocks,-0.4,0.66332,"[0, 0, 0, -2, -1, 0, -1, 0, 0, 0]"
makapatay,-2.5,0.92195,"[-2, -3, -2, -3, -4, -1, -3, -3, -1, -3]"
matang,2.4,0.66332,"[2, 2, 3, 3, 2, 3, 3, 2, 1, 3]"
kinder,2.2,0.6,"[3, 3, 3, 2, 2, 2, 2, 1, 2, 2]"
buotan,2.2,0.4,"[2, 2, 2, 3, 2, 2, 2, 2, 2, 3]"
kaayo,2,0.63246,"[2, 1, 3, 3, 2, 1, 2, 2, 2, 2]"
kaayo,2.3,0.64031,"[3, 1, 3, 2, 3, 2, 3, 2, 2, 2]"
halok,1.8,1.6,"[4, 0, 3, 3, 2, 0, 4, 2, 0, 0]"
kissable,2,0.89443,"[2, 2, 2, 2, 4, 2, 3, 1, 1, 1]"
kissably,1.9,1.04403,"[1, 3, 4, 1, 2, 1, 3, 2, 1, 1]"
gihagkan,1.6,1.11355,"[2, 4, 1, 1, 1, 2, 3, 0, 1, 1]"
kisser,1.7,1.34536,"[2, 4, 1, 2, -1, 2, 3, 0, 2, 2]"
halok,1.5,0.80623,"[1, 1, 1, 0, 2, 2, 3, 2, 1, 2]"
halok,2.3,0.9,"[2, 4, 2, 2, 1, 2, 4, 2, 2, 2]"
paghalok,2.7,0.78102,"[3, 3, 4, 1, 3, 2, 2, 3, 3, 3]"
kissy,1.8,0.6,"[2, 2, 2, 3, 1, 1, 2, 2, 1, 2]"
kudos,2.3,0.64031,"[2, 4, 2, 3, 2, 2, 2, 2, 2, 2]"
kulang,-1.3,0.45826,"[-1, -1, -1, -1, -2, -1, -2, -1, -1, -2]"
kulang nga,-1.6,0.66332,"[-1, -1, -2, -1, -2, -2, -3, -1, -2, -1]"
lag,-1.4,0.66332,"[-1, -1, -1, -1, -1, -3, -1, -2, -2, -1]"
lagged,-1.2,0.6,"[-2, -2, -1, -2, -1, -1, 0, -1, -1, -1]"
lagging,-1.1,0.83066,"[-2, -2, -2, -1, 0, 0, -1, 0, -1, -2]"
lags,-1.5,0.67082,"[-2, -1, -1, -2, -1, -3, -1, -2, -1, -1]"
laidback,0.5,1.28452,"[1, -1, 1, -2, -1, 1, 2, 1, 1, 2]"
bakol,-1.8,0.74833,"[-1, -3, -1, -2, -2, -1, -2, -3, -1, -2]"
lamebrain,-1.6,0.91652,"[-3, -2, -1, 0, -3, -1, -1, -2, -2, -1]"
bakol,-2.5,0.67082,"[-3, -3, -2, -2, -2, -2, -4, -3, -2, -2]"
bakol,-1.2,1.46969,"[-2, -1, -3, -1, 2, -2, 1, -2, -2, -2]"
lamedh,0.1,0.53852,"[0, 0, 0, 0, 0, 1, 1, -1, 0, 0]"
lamella,-0.1,0.3,"[0, -1, 0, 0, 0, 0, 0, 0, 0, 0]"
lamellae,-0.1,0.3,"[0, 0, 0, 0, 0, 0, -1, 0, 0, 0]"
lamellas,0.1,0.53852,"[0, 0, 0, 0, 0, 1, 0, 1, 0, -1]"
lamellibranch,0.2,0.4,"[0, 0, 0, 0, 0, 1, 0, 1, 0, 0]"
lamellibranchs,-0.1,0.3,"[0, 0, -1, 0, 0, 0, 0, 0, 0, 0]"
piang,-2,0.89443,"[-2, -3, 0, -1, -2, -3, -2, -3, -2, -2]"
pagkapiang,-0.8,1.07703,"[-2, -2, -1, -1, -1, 0, 2, -1, -1, -1]"
pagminatay,-2,1.26491,"[-3, -3, 1, -1, -2, -2, -1, -3, -3, -3]"
makapasubo,-1.5,1.0247,"[-2, 0, -2, -1, 0, -2, -3, -1, -1, -3]"
kasubo,-1.3,0.64031,"[-2, -1, -1, 0, -2, -1, -1, -1, -2, -2]"
kasubo,-1.5,0.80623,"[-2, 0, -3, -1, -1, -2, -2, -1, -1, -2]"
pagminatay,-1.4,1.49666,"[-3, -2, 0, -3, -1, -1, 2, -2, -1, -3]"
pagminatay,-1.9,1.44568,"[-2, -2, -2, -3, 2, -1, -3, -3, -2, -3]"
nagminatay,-1.4,0.91652,"[-1, 0, -1, -2, -2, -1, -2, -3, -2, 0]"
pagminatay,-1.2,0.87178,"[-1, 0, -1, -1, -1, -1, -2, -3, -2, 0]"
pagminatay,-0.5,0.67082,"[-1, 0, 0, -1, -1, 0, 0, 0, -2, 0]"
pagminatay,-2,1.09545,"[0, -2, -1, -4, -1, -3, -2, -2, -3, -2]"
pagminatay,-1.5,0.80623,"[-1, -3, 0, -1, -2, -1, -2, -2, -2, -1]"
lamer,-1.4,0.4899,"[-2, -1, -1, -2, -1, -1, -1, -2, -2, -1]"
piang,-1.2,0.6,"[-2, -1, -1, -2, 0, -1, -1, -2, -1, -1]"
pinakaulahi,-1.5,1.28452,"[-3, -2, -1, -4, 1, -1, -1, -1, -1, -2]"
landmark,0.3,0.64031,"[2, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
katawa,2.6,0.66332,"[3, 2, 3, 1, 3, 3, 3, 3, 2, 3]"
kataw-anan,0.2,1.72047,"[-2, -1, 3, -1, 2, 2, -1, -1, -1, 2]"
kataw-anan,1.2,1.6,"[2, 0, 3, 2, 2, 1, 3, -2, 2, -1]"
kataw-anan,1.2,1.249,"[2, 1, 2, 1, 1, 1, 2, 3, -2, 1]"
mikatawa,2,0.63246,"[2, 2, 3, 1, 2, 1, 2, 2, 3, 2]"
katawa,1.7,0.45826,"[2, 2, 1, 1, 2, 1, 2, 2, 2, 2]"
katawa,1.7,0.9,"[1, 2, 4, 1, 2, 1, 2, 1, 1, 2]"
nagkatawa,2.2,0.87178,"[2, 4, 1, 1, 3, 2, 2, 2, 2, 3]"
kataw-anan,2.3,1.1,"[2, 4, 0, 2, 3, 1, 3, 2, 3, 3]"
pagkatawa,1.9,0.7,"[2, 1, 1, 1, 2, 3, 2, 2, 3, 2]"
laughingstocks,-1.3,1.26886,"[-3, -2, 1, -2, -1, -1, 1, -2, -2, -2]"
katawa,2.2,0.6,"[1, 2, 2, 3, 3, 2, 3, 2, 2, 2]"
katawa,2.2,0.6,"[2, 3, 2, 2, 2, 2, 3, 1, 3, 2]"
katawa,2.2,0.6,"[3, 1, 2, 2, 2, 3, 3, 2, 2, 2]"
gilusad,0.5,0.80623,"[2, 0, 0, 0, 0, 0, 0, 1, 2, 0]"
balaod,1.4,1.42829,"[0, 2, 2, 1, 3, -2, 3, 1, 2, 2]"
kiha,-0.9,1.22066,"[-2, -2, -1, -3, -1, 1, 0, 1, -1, -1]"
mga kaso,-0.6,1.68523,"[-2, -1, 0, 3, 2, -1, -1, -2, -2, -2]"
tapolan,-2.3,0.64031,"[-3, -2, -3, -2, -1, -2, -2, -3, -2, -3]"
pinakatapulan,-2.7,0.64031,"[-2, -2, -3, -4, -3, -3, -2, -2, -3, -3]"
tapulan,-1.5,1.36015,"[-3, -1, -3, -2, 2, -1, -1, -2, -2, -2]"
leak,-1.4,0.66332,"[-1, -2, -1, -1, -1, -1, -1, -2, -3, -1]"
mi-leak,-1.3,0.78102,"[-2, -2, -1, -3, -1, 0, -1, -1, -1, -1]"
mobiya,-0.2,0.9798,"[1, -1, -1, 0, 0, -1, 2, -1, 0, -1]"
leet,1.3,1.48661,"[2, 4, 2, 2, 0, 1, -2, 2, 1, 1]"
legal,0.5,0.80623,"[0, 0, 0, 2, 0, 1, 0, 0, 2, 0]"
legal nga,0.4,0.8,"[1, 0, 0, 0, 1, 0, 2, 1, 0, -1]"
malumo,1.1,1.04403,"[1, 3, 1, 2, 1, 1, 2, -1, 0, 1]"
lethargic,-1.2,0.74833,"[-2, -1, -2, -2, 0, -1, -1, -2, 0, -1]"
lethargy,-1.4,0.91652,"[-1, 0, -2, -1, -2, 0, -2, -1, -3, -2]"
mga utang,-0.8,0.9798,"[-1, 2, -1, -1, -1, -1, -1, -1, -2, -1]"
tulubagon,-0.8,1.83303,"[-2, -3, -1, -1, 3, -3, -1, -1, 2, -1]"
bakakon,-2.3,0.78102,"[-1, -2, -3, -3, -2, -2, -3, -1, -3, -3]"
bakakon,-0.4,0.91652,"[-2, 0, -1, 0, 0, 1, 0, 0, -2, 0]"
bakakon,-2.4,0.66332,"[-3, -2, -2, -3, -2, -1, -3, -3, -2, -3]"
libelous,-2.1,1.3,"[-3, -1, -1, -2, 1, -3, -3, -3, -3, -3]"
libertarian,0.9,0.9434,"[1, 2, 0, 1, 0, 0, 0, 3, 1, 1]"
libertarianismo,0.4,0.8,"[0, 0, 2, 0, 2, 0, 0, 0, 0, 0]"
libertarianismo,0.1,1.13578,"[0, 0, 0, 2, 2, 0, -2, 0, -1, 0]"
libertarians,0.1,0.83066,"[0, 0, 1, 0, 0, -1, -1, 0, 2, 0]"
kagawasan,2.3,0.78102,"[2, 4, 3, 2, 2, 1, 2, 3, 2, 2]"
kagawasan,0.2,1.53623,"[-1, -1, 0, 0, 4, 0, -2, 1, 1, 0]"
libertine,-0.9,1.44568,"[0, -1, 0, 0, -1, -3, 2, -2, -1, -3]"
libertines,0.4,1.35647,"[-1, 3, -1, -1, 1, 1, 1, 2, 0, -1]"
libertinismo,1.2,1.249,"[0, 0, 3, 1, 1, 1, 4, 0, 1, 1]"
kagawasan,2.4,0.91652,"[2, 2, 3, 3, 3, 3, 2, 4, 1, 1]"
namakak,-1.6,1.2,"[-3, 0, -3, 1, -2, -1, -2, -2, -2, -2]"
bakak,-1.8,0.9798,"[-1, -1, -1, 0, -2, -3, -3, -2, -3, -2]"
lifesaver,2.8,0.74833,"[3, 3, 4, 2, 3, 1, 3, 3, 3, 3]"
gaan nga kasingkasing,1.8,0.4,"[2, 2, 2, 2, 1, 2, 2, 1, 2, 2]"
sama sa,1.5,0.67082,"[1, 2, 2, 2, 1, 3, 1, 1, 1, 1]"
ganahan,2,0.63246,"[1, 3, 2, 2, 2, 3, 2, 1, 2, 2]"
ganahan,1.8,0.6,"[2, 2, 1, 2, 2, 1, 3, 1, 2, 2]"
ganahan,1.8,0.6,"[2, 2, 1, 2, 2, 2, 3, 1, 1, 2]"
ganahan,1.7,0.78102,"[3, 1, 2, 1, 1, 2, 3, 1, 2, 1]"
limitasyon,-1.2,0.6,"[-2, -1, 0, -1, -1, -2, -1, -2, -1, -1]"
limitado,-0.9,0.53852,"[-1, -1, 0, -2, -1, 0, -1, -1, -1, -1]"
litigasyon,-0.8,0.6,"[0, -2, -1, 0, -1, -1, -1, -1, 0, -1]"
litigoous,-0.8,0.9798,"[-2, -1, 0, -2, 0, -2, 1, -1, 0, -1]"
buhi,1.7,0.78102,"[2, 2, 1, 3, 1, 3, 2, 1, 1, 1]"
buhi,2.1,0.9434,"[2, 1, 2, 3, 1, 1, 2, 4, 3, 2]"
panginabuhi,0.8,1.07703,"[0, 3, 1, 0, 2, 2, 0, 0, 0, 0]"
panginabuhi,0.9,1.13578,"[0, 0, 0, 3, 2, 2, 0, 2, 0, 0]"
buhi,1.8,0.6,"[2, 2, 2, 3, 1, 2, 1, 2, 2, 1]"
kadasig,1.6,0.8,"[1, 3, 0, 2, 2, 2, 2, 2, 1, 1]"
buhi,1.7,0.78102,"[3, 0, 1, 1, 2, 2, 2, 2, 2, 2]"
buhi,1.9,0.7,"[2, 2, 3, 1, 1, 2, 3, 1, 2, 2]"
livid,-2.5,0.92195,"[-2, -3, -1, -2, -4, -3, -1, -3, -3, -3]"
lmao,2.9,0.9434,"[3, 4, 3, 1, 2, 4, 3, 3, 2, 4]"
kasuko,-2.2,2.08806,"[-1, -4, -3, -2, -4, 2, 1, -3, -4, -4]"
gikasilagan,-2.1,1.44568,"[-4, -3, -3, -3, -1, 1, -1, -1, -3, -3]"
nasuko,-1.9,1.13578,"[-1, -4, -1, -3, -3, -1, -1, -3, -1, -1]"
pagdumot,-2.7,0.78102,"[-3, -3, -3, -1, -4, -2, -3, -3, -2, -3]"
lobby,0.1,0.53852,"[0, 0, 0, 1, 0, 1, 0, -1, 0, 0]"
pag-lobby,-0.3,0.45826,"[0, -1, 0, 0, 0, 0, 0, -1, -1, 0]"
lol,1.8,1.46969,"[1, 3, 4, 1, 2, 4, 1, 2, -1, 1]"
nag-inusara,-1.1,0.3,"[-1, -1, -1, -1, -1, -1, -2, -1, -1, -1]"
loneier,-1.4,0.66332,"[-2, -1, -2, -2, 0, -2, -1, -1, -1, -2]"
labing kamingaw,-2.4,0.8,"[-3, -1, -2, -4, -2, -2, -3, -3, -2, -2]"
kamingaw,-1.8,0.6,"[-2, -2, -1, -3, -2, -2, -1, -2, -1, -2]"
kamingaw,-1.5,1.36015,"[-2, -2, -1, -1, 2, -1, -3, -2, -3, -2]"
kamingaw,-1.5,0.5,"[-1, -2, -2, -1, -1, -1, -1, -2, -2, -2]"
kamingaw,-1.1,0.83066,"[-1, -2, -1, -2, -1, -1, -2, 1, -1, -1]"
nag-inusara,-1.3,0.45826,"[-1, -2, -1, -1, -1, -1, -1, -2, -2, -1]"
inusara,-0.9,0.53852,"[-1, -1, -2, -1, -1, -1, 0, 0, -1, -1]"
kamingaw,-1.5,0.67082,"[-2, -1, -2, -1, -2, -1, -2, 0, -2, -2]"
kamingaw,-1.3,1.00499,"[-2, -2, -2, -2, -1, -2, 0, -2, -1, 1]"
kamingaw,-1.8,0.6,"[-2, -2, -1, -3, -1, -2, -2, -2, -1, -2]"
kamingaw,-1.4,0.4899,"[-2, -1, -1, -1, -1, -1, -2, -2, -2, -1]"
pangandoy,-0.1,0.9434,"[0, -1, 0, -1, -1, 0, 2, -1, 1, 0]"
pangandoy,0.7,0.45826,"[1, 0, 1, 0, 1, 1, 1, 0, 1, 1]"
pangandoy,0.4,1.2,"[2, 0, -1, -1, 0, 1, 3, 0, 0, 0]"
hablanan,-0.9,0.53852,"[-1, -1, -1, -1, -1, -2, 0, -1, -1, 0]"
mitumaw,-1.1,1.04403,"[-2, -2, -1, -1, -1, -1, 0, -1, -3, 1]"
ung-ong,-0.5,1.5,"[-2, -1, -1, 0, -2, -2, 3, -1, 0, 1]"
mga hablanan,-0.6,1.0198,"[-1, -2, -1, -1, 0, 0, 1, -2, 1, -1]"
luag,-1.3,1.18743,"[-2, -1, 0, -2, 0, -1, 0, -2, -4, -1]"
nangawala,-0.6,0.91652,"[0, -1, 0, -1, 0, 0, 0, 0, -3, -1]"
pildi,-1.7,0.45826,"[-1, -2, -1, -2, -1, -2, -2, -2, -2, -2]"
pildi,-2.4,0.66332,"[-3, -2, -2, -2, -2, -3, -3, -1, -3, -3]"
napildi,-2.4,0.8,"[-3, -1, -2, -2, -4, -2, -3, -3, -2, -2]"
napildi,-1.3,1.00499,"[0, -1, -1, -1, -1, -4, -1, -1, -2, -1]"
napildi,-1.6,0.8,"[-1, -1, -1, -2, -1, -2, -3, -3, -1, -1]"
pagkawala,-1.3,0.45826,"[-1, -2, -1, -1, -1, -2, -2, -1, -1, -1]"
kapildihan,-1.7,0.9,"[-2, -1, -2, -3, 0, -1, -3, -1, -2, -2]"
lossy,-1.2,0.87178,"[-2, -2, -1, -2, 0, 0, 0, -1, -2, -2]"
nawala,-1.3,0.45826,"[-1, -1, -2, -1, -1, -2, -2, -1, -1, -1]"
kuto,-1.6,1.2,"[-1, -1, -3, -4, 0, -3, -1, -1, -1, -1]"
loused,-1,0.7746,"[-1, -1, -1, -1, 0, 0, -2, 0, -2, -2]"
mga kuto,-1.3,0.78102,"[-2, -1, -2, -1, -1, 0, -2, 0, -2, -2]"
lousewort,0.1,1.3,"[-2, -2, 1, 0, 0, 0, 0, 2, 2, 0]"
louseworts,-0.6,0.66332,"[0, 0, 0, -2, 0, -1, 0, -1, -1, -1]"
lousier,-2.2,0.4,"[-2, -3, -2, -2, -3, -2, -2, -2, -2, -2]"
labing kuyaw,-2.6,0.8,"[-4, -2, -3, -3, -1, -2, -3, -3, -2, -3]"
grabe,-1.2,0.9798,"[-1, -1, -2, -2, -2, -2, 0, -1, 1, -2]"
lousiness,-1.7,0.64031,"[-2, -2, -1, -1, -2, -2, -3, -2, -1, -1]"
lousing,-1.1,0.9434,"[-3, 0, 0, 0, -1, -2, -1, -2, -1, -1]"
daotan,-2.5,0.67082,"[-2, -4, -2, -3, -2, -3, -2, -2, -3, -2]"
hiligugmaon,3,0.63246,"[3, 3, 3, 4, 3, 2, 3, 3, 2, 4]"
gugma,3.2,0.4,"[3, 3, 3, 3, 3, 3, 3, 4, 4, 3]"
gihigugma,2.9,0.7,"[3, 3, 4, 2, 2, 4, 3, 2, 3, 3]"
lovelies,2.2,0.74833,"[3, 3, 3, 1, 2, 2, 3, 2, 1, 2]"
nindot,2.8,0.6,"[2, 3, 3, 3, 2, 3, 4, 3, 2, 3]"
hinigugma,2.8,0.87178,"[3, 1, 2, 3, 4, 3, 2, 3, 4, 3]"
mahigugmaon,2.8,0.74833,"[3, 2, 4, 3, 3, 2, 3, 2, 2, 4]"
hinigugma,2.4,1.11355,"[2, 3, 2, 4, 4, 1, 1, 3, 3, 1]"
nahigugma,2.7,0.9,"[3, 3, 3, 2, 2, 4, 4, 2, 1, 3]"
mahigugmaon,2.9,0.53852,"[3, 2, 3, 3, 3, 2, 4, 3, 3, 3]"
mahigugmaong,3.2,0.6,"[3, 3, 3, 4, 4, 4, 2, 3, 3, 3]"
gugma,2.7,1.67631,"[4, 4, 3, 3, 2, 3, -2, 4, 3, 3]"
ubos,-1.1,0.53852,"[-1, -1, -1, -1, -1, -2, -1, -2, 0, -1]"
lowball,-0.8,0.87178,"[-1, -2, 0, -2, -1, -1, 0, 1, -1, -1]"
lowballed,-1.5,0.67082,"[-2, 0, -1, -1, -2, -2, -1, -2, -2, -2]"
lowballing,-0.7,0.78102,"[-2, -1, -1, 1, 0, -1, -1, 0, -1, -1]"
lowballs,-1.2,0.74833,"[-1, -1, -1, -1, -3, -1, -2, 0, -1, -1]"
natawo,-0.7,1.1,"[-1, 0, -1, 0, -2, -1, -2, -1, -1, 2]"
lowboys,-0.6,1.0198,"[-1, 0, 0, 0, -3, -1, 1, 0, -1, -1]"
lowbred,-2.6,1.0198,"[-2, -1, -2, -4, -2, -2, -4, -4, -3, -2]"
ubos nga kilay,-1.9,0.7,"[-1, -3, -1, -2, -2, -2, -1, -3, -2, -2]"
kilay,-0.6,0.66332,"[0, 0, -1, 0, -2, -1, -1, 0, 0, -1]"
lowdown,-0.8,0.9798,"[-1, -1, 0, 0, 0, -2, -3, 0, -1, 0]"
lowdowns,-0.2,0.4,"[0, 0, 0, -1, 0, 0, 0, 0, -1, 0]"
ubos,0.5,0.80623,"[0, 0, 0, 0, 0, 1, 0, 0, 2, 2]"
gipaubos,-0.8,0.6,"[0, -1, -1, -2, -1, 0, -1, 0, -1, -1]"
ubos nga,-1.2,0.87178,"[0, -2, -1, -1, -2, 0, -2, 0, -2, -2]"
letra,0.3,0.45826,"[0, 0, 0, 0, 1, 0, 1, 0, 1, 0]"
letra,-0.2,0.4,"[0, -1, 0, 0, 0, 0, -1, 0, 0, 0]"
lowerclassman,-0.4,0.4899,"[0, -1, -1, -1, 0, 0, 0, 0, 0, -1]"
gipaubos,-0.5,1.11803,"[-1, -1, -2, -1, -1, 2, -1, -1, 1, 0]"
pagpaubos,-1,0.7746,"[0, -1, -1, -1, -1, 0, -3, -1, -1, -1]"
kinaubsan,-1.4,1.11355,"[-1, -1, -3, -1, -1, -1, -2, -3, 1, -2]"
ubos,-0.5,0.5,"[-1, -1, 0, -1, 0, 0, 0, -1, -1, 0]"
ubos nga,-1.8,0.87178,"[-1, -1, -2, -3, -1, -2, -3, -3, -1, -1]"
kinaubsan,-1.6,0.4899,"[-2, -2, -2, -2, -1, -2, -1, -1, -1, -2]"
pagpaubos,-0.5,0.67082,"[0, 0, 0, -1, 0, 0, -1, -2, -1, 0]"
ubos,-0.9,0.53852,"[-2, -1, -1, 0, -1, 0, -1, -1, -1, -1]"
kapatagan,-0.1,0.3,"[0, 0, -1, 0, 0, 0, 0, 0, 0, 0]"
yuta,-0.4,0.66332,"[0, 0, 0, 0, 0, 0, -1, -1, -2, 0]"
yuta,-0.3,0.64031,"[0, 0, 0, -2, 0, -1, 0, 0, 0, 0]"
kapatagan,-0.1,0.7,"[0, -1, -1, 0, -1, 1, 0, 1, 0, 0]"
ubos,-1.7,0.78102,"[-2, -2, -2, -3, -1, -2, -2, -1, 0, -2]"
kinaubsan,-1.8,1.6,"[-1, -3, -3, -4, -2, -1, -1, 0, 1, -4]"
ubos nga kinabuhi,-1.5,0.67082,"[-2, -2, -2, -1, -1, -2, -1, 0, -2, -2]"
ubos nga kinabuhi,-2.2,1.249,"[-3, -2, -3, -4, -2, 1, -2, -3, -2, -2]"
lowlight,-2,1.26491,"[-3, -2, -1, -3, 1, -2, -1, -3, -3, -3]"
ubos nga kahayag,-0.3,0.78102,"[0, 0, -1, 1, -2, -1, 0, 0, 0, 0]"
lowlihead,-0.3,1.34536,"[-1, -1, 1, -3, 0, 0, 1, -1, 2, -1]"
